1778101270,18651142,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,58,1897,0.6495719647162432,0.6495719647162432,0.6495719647162432,0.6495719647162432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,40.026382865
1778101270,18651142,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,58,1897,0.6495719647162432,0.6495719647162432,0.6495719647162432,0.6495719647162432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,40.026515259
1778101271,18818586,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,30.989479505560574,0.6495719647162432,30.989479505560574,3.6835627188006765,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,41.026702044
1778101272,43693238,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,1.9692294352444537,0.6495719647162432,30.989479505560574,3.5121293904450543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,42.042332423
1778101273,43668580,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,29.013866074763524,0.6495719647162432,30.989479505560574,6.062303058876902,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,43.041850825
1778101274,43664493,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,2.9990557442998513,0.6495719647162432,30.989479505560574,5.7559783274191965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,44.042163728
1778101275,18727784,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,35.88906163581703,0.6495719647162432,35.88906163581703,8.76928665825898,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,45.017393311
1778101276,43688154,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,1.9517824043363545,0.6495719647162432,35.88906163581703,8.087536232866718,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,46.042098936
1778101277,18676700,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,62.55496261039636,0.6495719647162432,62.55496261039636,13.534278870619683,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,47.017237918
1778101278,18694218,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,1.997745336622107,0.6495719647162432,62.55496261039636,12.380625517219926,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,48.018371559
1778101279,43734458,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,38.000607618023324,0.6495719647162432,62.55496261039636,14.942623727300266,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,49.044669375
1778101280,43620661,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,3.009101687045739,0.6495719647162432,62.55496261039636,13.749271523274814,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,50.041642159
1778101281,43690617,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,27.99236650964519,0.6495719647162432,62.55496261039636,15.17358102191185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,51.041923865
1778101282,43687845,uav1/fixed_origin,,0.0,1.7976931348623157e+308,0.0,0.0,0,0.0,0.0,0,0,59,1897,2.9979972478984864,0.6495719647162432,62.55496261039636,13.956022644510513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,52.042582109
